title,rating,acidity_structure,aftertaste,aroma,body,flavor,with_milk,agtron,blind_assessment,bottom_line,coffee_origin,est_price,notes,review_date,roast_level,roaster,roaster_location,url
Ethiopia Yirgacheffe Washed G1,92.0,8.0,8.0,8.0,9.0,9.0,,55/76,"Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure; crisp, buoyant mouthfeel. The finish leads with gently drying notes of hazelnut and white peppercorn in the short and segues to cocoa-toned citrus blossoms in the long. ",A cup with a fine-tea-like appeal in its subtle complexity and spice-toned presentation.,"Yirgacheffe growing region, southern Ethiopia",HKD $120/227 grams,"Produced in Yirgacheffe, a coffee region in southern Ethiopia that produces particularly distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity. Like virtually all Yirgacheffe coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.",November 2017,Medium-Light,A.R.C.,"Hong Kong, China",https://www.coffeereview.com/review/ethiopia-yirgacheffe-washed-g1/
Decaf Ethiopia Sidamo,90.0,8.0,8.0,8.0,7.0,9.0,,48/73,"Surprising and melodic, delicate yet vivid. Lilac and lemon blossom, fresh sweet grass, honey, moist pipe tobacco, fresh-cut elm in aroma and cup. In structure subtly and sweetly tart. Very light, silky mouthfeel. Unexpectedly rich and flavor-saturated in the finish: pipe tobacco, honey, lemon blossom.","This very light-roasted decaffeinated coffee may suggest a fine, complex Chinese black tea in some respects, though it ultimately enforces its coffee identity with its tart structure and light-footed authority. Oddly idiosyncratic in its aromatics, but quite free of the disturbing wood notes characteristic of many decaffeinated coffees.","Sidama (also Sidamo) growing region, southern Ethiopia",$19.50/12 ounces,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.  Decaffeinated at the Descamex plant in Mexico by the “Mountain Water Process” which does not involve use of solvents. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.",November 2017,Medium,Old Soul Co.,"Sacramento, California",https://www.coffeereview.com/review/decaf-ethiopia-sidamo-2/
Ethiopia Natural Yirgacheffe Tore,93.0,8.0,8.0,9.0,9.0,9.0,,55/77,"Deeply crisp, lushly floral. Rose, almond, dark chocolate, lime zest, peppermint in aroma and cup. Tartly sweet with a clear savory edge in structure; plump, juicy mouthfeel. Finish is complex and resonant in the short, consolidating around a fading lime and mint in the long. ","An intense cup, zesty but juicy, alive with rose-like flowers, mint and lime.","Tore Village, Yirgacheffe growing region, southern Ethiopia",NT $550/16 ounces,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information",November 2017,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/ethiopia-natural-yirgacheffe-tore/
Thiriku AA Kenya,95.0,9.0,9.0,9.0,9.0,9.0,,47/65,"Intense; deep, spice-complicated sweetness. Black currant, baker’s chocolate, peppercorn medley, black sage, a hint of lush lily in aroma and cup. Balanced and lively in structure: sweetly tart with a savory edge. Plush, silky mouthfeel. Chocolate moves forward in a resonant, long, lively finish.","Mysterious and extraordinary in the Kenya style: simultaneously sweet, savory, tart and entirely and grandly vibrant.",Central Kenya,$24.50/12 ounces,"Produced by the Thiriku Coffee Growers Cooperative Society from trees of the SL-28, SL-34 and Ruiru varieties of Arabica. Processed by a particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. AA is the highest grade of Kenya coffee based on bean size and freedom from imperfections. Roasted at PT’s Coffee, where the motto is “without the love, it’s just coffee.” Visit www.ptscoffee.com or call 888-678-5282 for more information.",November 2017,Medium,PT's Coffee Roasting,"Topeka, Kansas",https://www.coffeereview.com/review/thiriku-aa-kenya/
Ethiopia Sidama,94.0,9.0,8.0,9.0,9.0,9.0,,47/72,"Balanced, sweet-savory. Red currant, roasted cacao nib, clove, blood orange zest, frankincense in aroma and cup. Savory-sweet structure with lively acidity; syrupy mouthfeel. The resonant, spice-toned finish leads with intimations of clove and roasted cacao nib in the short, rounding to rich fruit tones with hints of frankincense in the long.","An elegantly expressive, fruit-forward but savory-leaning Ethiopia cup.","Sidama (also Sidamo) growing region, southern Ethiopia",CAD $17.00/12 ounces,"This exceptional coffee was selected as the No. 17 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  This coffee also tied for the highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Organic and Fair Trade certified, the latter meaning they were purchased from small-holding farmers at a “fair” or economically sustainable price. Reunion Island Coffee is a quality-oriented roasting company founded by Canadian specialty coffee veteran Peter Pesce. Visit www.reunionislandcoffee.com or call 800-565-5950 for more information.",November 2017,Medium,Reunion Island Coffee,"Oakville, Ontario, Canada",https://www.coffeereview.com/review/ethiopia-sidama/
Organic Ethiopia Kirite,93.0,9.0,8.0,9.0,8.0,9.0,,58/81,"High-toned, crisply sweet. Lemon blossom, apricot, frankincense, spearmint, roasted cacao nib in aroma and cup. Balanced, complete sweet-savory structure; satiny, full mouthfeel. Sweet spearmint notes carry the cocoa-toned finish, with hints of lemon blossom and apricot.","An inviting wet-processed Ethiopia cup. Invokes a walk through a citrus orchard in spring, with a bonus of sweet herb and cocoa tones.","Hambela District, Guji Zone, Oromia Region, southern Ethiopia",$18.00/12 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Produced by the METAD farm and mill in southern Ethiopia. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. Coffees like this one processed by the wet or washed method (fruit skin and pulp is removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on citrus and floral notes. Ceritifed USDA organic. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.",November 2017,Medium-Light,Wonderstate Coffee,"Driftless, Wisconsin",https://www.coffeereview.com/review/organic-ethiopia-kirite/
Ethiopia Hambela Alaka,93.0,8.0,8.0,9.0,9.0,9.0,,58/80,"Very delicate, sweetly savory. Lemon verbena, allspice, dried persimmon, dogwood, baker’s chocolate in aroma and cup. Balanced, sweet-savory structure; velvety-smooth mouthfeel. The sweetly herb-toned finish centers on notes of lemon verbena and dried persimmon wrapped in baker’s chocolate.","A delicate, richly sweet wet-processed Ethiopia: spice, herb, fruit and flowers in intricate balance.","Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia",$17.50/12 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This lot was processed by the wet or washed method (fruit skin and pulp are removed before drying). Certified USDA organic. Artisan coffee-roasters in the northern California town of Ukiah, Black Oak’s mission is to bring to life each carefully selected coffee’s unique origins. For more information, visit www.blackoakcoffee.com.",November 2017,Medium-Light,Black Oak Coffee Roasters,"Ukiah, California",https://www.coffeereview.com/review/ethiopia-hambela-alaka/
Ethiopia Gelgelu Natural Organic,93.0,8.0,8.0,9.0,9.0,9.0,,54/75,"High-toned, floral. Dried apricot, magnolia, almond butter, maple syrup, cherry brandy in aroma and cup. Crisp, sweetly-tart in structure; plush, syrupy mouthfeel. Notes of magnolia and dried apricot dominate in the flavor-laden short finish, with hints of almond butter and fruit brandy in the long.","A deeply sweet natural-processed Ethiopia cup, with stone fruit and brandy notes as parallel throughlines.","Yirgacheffe growing region, southern Ethiopia",$17.99/16 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” Yirgacheffe, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Willoughby’s Coffee &amp; Tea is a pioneer specialty coffee roaster established in the early 1980s that has gracefully and successfully moved with the times and now offers a menu of extremely refined small-lot, single-origin coffees. Visit www.willoughbyscoffee.com or call 800-388-8400 for more information.",November 2017,Medium-Light,Willoughby's Coffee & Tea,"Branford, Connecticut",https://www.coffeereview.com/review/ethiopia-gelgelu-natural-organic/
Ethiopia Kayon Mountain,93.0,8.0,8.0,9.0,9.0,9.0,,66/92,"Delicate, richly and sweetly tart. Dried hibiscus, fine musk, almond, sandalwood, raspberry in aroma and cup. Fruit-toned, deeply sweet structure with gently-expressed acidity; buoyant, satiny-smooth mouthfeel. The crisp, flavor-saturated finish is characterized by sweet-tart fruit and floral tones (raspberry, hibiscus).","A lively and crisply sweet, fruit-forward natural-processed Ethiopia cup.","Odo Shakiso District, Guji Zone, southern Ethiopia",$17.49/12 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious coffee and high-quality coffee. Visit redroostercoffee.com or call 540-745-7338 for more information.",November 2017,Light,Red Rooster Coffee Roaster,"Floyd, Virginia",https://www.coffeereview.com/review/ethiopia-kayon-mountain-2/
Ethiopia Gedeb Halo Beriti,94.0,9.0,8.0,9.0,9.0,9.0,,48/70,"Deeply sweet, subtly pungent. Honey, pear, tangerine zest, dark chocolate, pistachio in aroma and cup. Sweet and juicy yet crisp in structure (think ripe pear); plush and buoyant in mouthfeel. Resonant and flavor saturated in the short finish; simplifies around hints of tangerine and pistachio in the long.","A deeply and generously lush cup saved from sentimentality by a crisp, incense-like, slightly savory edge. Very wide range of aromatics.","Gedeb District, Gedeo Zone, southern Ethiopia",$16.50/12 ounces,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). This coffee tied for the highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com or call 406-375-7508 for more information.",November 2017,Medium,Big Creek Coffee Roasters,"Hamilton, Montana",https://www.coffeereview.com/review/ethiopia-gedeb-halo-beriti/
Ethiopia Suke Quto,92.0,8.0,8.0,8.0,9.0,9.0,,53/79,"Delicate, sweetly spice-toned. Pink peppercorn, date, myrrh, lavender, roasted cacao nib in aroma and cup. Crisp, spice-toned structure with citrus-like acidity; satiny, very smooth mouthfeel. The crisply sweet finish centers around spice and pungent floral notes.",Lavender-like flowers and hints of zesty pink peppercorn animate this crisply sweet wet-processed Ethiopia cup.,"Guji Zone, Oromia Region, south-central Ethiopia",$19.00/16 ounces,"This coffee tied for the third-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this one is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Roast House is a small-batch, quality-focused roaster specializing in farm-direct organic-certified and Fair Trade Certified coffees. Visit roasthousecoffee.com or call 509-995-6500 for more information.",November 2017,Medium-Light,Roast House,"Spokane, Washington",https://www.coffeereview.com/review/ethiopia-suke-quto/
Ethiopia Shakiso Mormora,92.0,8.0,8.0,9.0,8.0,9.0,,54/70,"Crisply sweet, cocoa-toned. Lemon blossom, roasted cacao nib, date, rice candy, white peppercorn in aroma and cup. Savory-tart structure; delicate, silky mouthfeel. The richly drying finish leads with cocoa-toned, crisply sweet floral notes in the short and a hint of spice (white peppercorn) in the long.","A gently spice-toned, floral- driven wet-processed Ethiopia cup with pleasing notes of cocoa throughout.","Guji Zone, southern Ethiopia",$16.00/12 ounces,"This coffee tied for the third-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying) they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount — a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",November 2017,Medium-Light,Revel Coffee,"Billings, Montana",https://www.coffeereview.com/review/ethiopia-shakiso-mormora/
Ethiopia Amaro Gayo Natural,92.0,8.0,8.0,9.0,8.0,9.0,,52/74,"Deeply sweet, fruit- and cocoa-toned. Baker’s chocolate, dried coconut, tea rose, almond, cedar in aroma and cup. Fruit-toned structure with round, gentle acidity; crisp though syrupy mouthfeel. The spice-toned finish suggests homemade fruitcake, with notes of dried fruit, nuts and warming spices. ","The overall impression of this natural-processed Yirgacheffe cup is equal parts dried fruit and chocolate, nicely elaborated by spice suggestions (cinnamon, clove, nutmeg).","Yirgacheffe growing region, southern Ethiopia",$16.95/12 ounces,"This coffee tied for the third-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Certified USDA organic. Named after the cofounders’ son, Ben, Ben’s Beans prides itself on ethical sourcing, as well as in donating a portion of proceeds to charities in the coffee-producing regions they work with. Visit www.bensbeans.org for more information.",November 2017,Medium-Light,Ben's Beans,"Putnam, Connecticut",https://www.coffeereview.com/review/ethiopia-amaro-gayo-natural-3/
Sustainable Harvest Homacho Waeno Natural,93.0,9.0,8.0,9.0,8.0,9.0,,62/92,"Deeply and richly sweet-savory. Orange marmalade, pipe tobacco, dried fig, dark chocolate, freesia-like flowers in aroma and cup. Bright, sweetly-tart in structure with zesty acidity; delicately satiny mouthfeel. Notes of richly savory pipe tobacco lead in the finish, paired with dried fig in the short and orange marmalade in the long.","A natural-processed Ethiopia coffee of intriguing depth, with a wide range of aroma/flavor notes, savory pipe tobacco to high-toned, spicy florals, to crisply sweet citrus marmalade.","Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia",$16.00/12 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Red E Cafe is a popular café  and roastery in Portland, Oregon. For more information, visit.www.theredecafe.com.",November 2017,Light,Red E Café,"Portland, Oregon",https://www.coffeereview.com/review/sustainable-harvest-homacho-waeno-natural/
Ethiopia Bishan Fugu,93.0,9.0,9.0,8.0,8.0,9.0,,63/97,"Delicate, sweetly tart. Strawberry, caramel, musk, cocoa butter, magnolia in aroma and cup. Quietly tart-leaning structure with sweet undertones; plush, syrupy body. The perfumy, almost musk-like finish is characterized by tart fruit notes in the short and cocoa butter in the long.","A richly elegant cup that leads with deep fruit notes, as do many natural- processed coffees, though here the fruit is complicated by an engaging musk-like intrigue.","Hambela District, Guji Zone, Oromia Region, southern Ethiopia",$19.00/12 ounces,"This coffee tied for the second-highest rating in a tasting of 71 organic-certified coffees from Africa for Coffee Review’s November 2017 tasting report. Produced by the METAD farm and mill in southern Ethiopia. Southern Ethiopia produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Certified USDA organic. Based in southern Oregon, Noble Coffee is a wholesale and retail roasting company focused on quality, social responsibility and environmental consciousness. Visit www.noblecoffeeroasting.com or call 541-488-3288 for more information.",November 2017,Light,Noble Coffee Roasting,"Ashland, Oregon",https://www.coffeereview.com/review/ethiopia-bishan-fugu/
Thanksgiving Blend,90.0,8.0,8.0,8.0,8.0,8.0,,42/66,"Deeply rich, with a roasty sweetness. Dark chocolate, gently singed cedar, persimmon, magnolia-like flowers, caramel in aroma and cup. Sweet-savory structure; full, satiny mouthfeel. The resonant finish centers around pleasantly smoky chocolate and sweet floral suggestions. ","An engaging, richly sweet blend that will appeal to those who enjoy, for example, the crisp caramel tones of the crust on a creme brulee dessert.",Not disclosed,$14.99/12 ounces,Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,November 2017,Medium,Mystic Monk Coffee,"Clark, Wyoming",https://www.coffeereview.com/review/thanksgiving-blend-2/
Christmas Blend,91.0,8.0,8.0,8.0,8.0,9.0,,44/66,"Rich-toned, sweetly spicy. Brown sugar, gardenia, pink peppercorn, crisp pear, oak in aroma and cup. Crisp, roundly sweet in structure; velvety mouthfeel. The flavor-saturated finish consolidates to caramelized pear in the short and pink peppercorn in the long.","A lively, engaging spice-toned blend: crisp and richly sweet.",Not disclosed,$14.99/12 ounces,Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,November 2017,Medium,Mystic Monk Coffee,"Clark, Wyoming",https://www.coffeereview.com/review/christmas-blend-6/
Kamwangi Kenya,93.0,9.0,8.0,8.0,9.0,9.0,,52/74,"Deeply and pungently sweet-tart. Lavender, grapefruit zest, sandalwood, blackberry, a hint of baker’s chocolate in aroma and cup. Simultaneously brightly tart and deeply savory in structure. Lightly syrupy, plush mouthfeel. Grapefruit zest and blackberry carry into a crisply resonant finish.","Resonantly pungent Kenya, particularly attractive for its structure: sweet, tart and savory all at once, zesty yet seductive. Holds its character superbly as it cools.","Gichugu Division, Kirinyaga County, central Kenya",$19.95/12 ounces,"Produced by the smallholders of the New Ngariama Farmers Cooperative Society from trees of the SL-28, SL-34 and Ruiru 11 varieties of Arabica. Processed at Kamwangi Washing Station by the particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful &amp; Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.",November 2017,Medium-Light,Lexington Coffee Roasters,"Lexington, Virginia",https://www.coffeereview.com/review/kamwangi-kenya/
Static El Salvador Finca Maria Luisa,89.0,7.0,8.0,8.0,8.0,8.0,,55/77,"Brisk and subtly layered. Almond butter, dried apricot, fresh-cut fir, hints of dark chocolate and clover in aroma and cup. Sweetly brisk and dry in structure; lightly syrupy mouthfeel. The drying structure sweetens and smoothes a bit in the finish, and chocolate and clover-like flowers move forward.","Those who value brisk, dry beverages should enjoy this coffee and its quiet, unorthodox aromatic intrigue.","Santa Rosa, La Unión Department, El Salvador",$11.90/12 ounces,"Processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.",November 2017,Medium-Light,Espresso Republic,"Chino, California",https://www.coffeereview.com/review/static-el-salvador-finca-maria-luisa/
Kenya Peaberry Kericho County,92.0,8.0,8.0,8.0,9.0,9.0,,52/76,"Sweetly pungent, lightly savory. Unusual aromatics: floral-toned honey, plum, musk, a hint of coriander in aroma and cup. Crisply sweet, savory-edged structure; lightly syrupy mouthfeel. Dry and gently flavor-saturated in the finish.","An unorthodox but original and engaging variation on the Kenya cup, juxtaposing sweetness and a musky, herby-savory edge.","Kericho County, Kenya",$20.00/12 ounces,"Produced from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica and processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",November 2017,Medium-Light,Caffe Luxxe,"Santa Monica, California",https://www.coffeereview.com/review/kenya-peaberry-kericho-county/
Guatemala El Retiro del Quisaya,93.0,8.0,9.0,9.0,8.0,9.0,,71/99,"Delicately sweet and balanced with a subtle hint of fermented fruit. Peach, sweet chocolate, sandalwood, honeysuckle, almond in aroma and cup. Gently and sweetly bright in structure; light yet satiny in mouthfeel. Quiet but resonantly long finish: peach, chocolate, almond.","Delicate and graceful, yet authoritative in character; seductively sweet.","San Martin Jilotepeque, Chimaltenango Department, Guatemala",$19.00/12 ounces,"Produced by Juan Luis Barrios Ortega from trees of the Bourbon-derived Pache variety of Arabica. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.",November 2017,Light,Chocolate Fish Coffee Roasters,"Sacramento, California",https://www.coffeereview.com/review/guatemala-el-retiro-del-quisaya/
Kenya Mutungati,94.0,9.0,8.0,9.0,9.0,9.0,,54/80,"Bright, richly sweet, complex. Red currant, lilac, dark chocolate, lime zest, redwood in aroma and cup. Sweetly savory in structure, with juicy acidity; plush, syrupy mouthfeel. The balanced finish is resonant with notes of red currant and dark chocolate, with hints of lime zest. ","A vibrant fruit- and chocolate-toned Kenya coffee, with an exciting hint of lime zest throughout the profile.","Nakuru Province, south-central Kenya",CAD $21.00/12 ounces,"Produced by farmers of the Mutungati Cooperative from trees of the SL28, SL34, and Ruiru 11 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.",November 2017,Medium-Light,Propeller Coffee,"Toronto, Ontario, Canada",https://www.coffeereview.com/review/kenya-mutungati/
Ethiopia Washed Yirgacheffe Adado,95.0,9.0,9.0,9.0,9.0,9.0,,56/78,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup.","A bright, lively, juicy washed Yirgacheffe coffee: classic in structure and style.","Yirgacheffe growing region, southern Ethiopia",NT $550/16 ounces,"Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",November 2017,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/ethiopia-washed-yirgacheffe-adado/
Kenya Nyeri Othaya Gatugi Red Cherry Project AA,92.0,8.0,8.0,9.0,8.0,9.0,,38/52,"Sweetly pungent, gently roasty. Scorched cedar, dark chocolate, plum, lavender, lime zest in aroma and cup. Complex in structure: sweetly tart with a roasty, savory depth. Light, satiny mouthfeel. Lemon zest, dark chocolate, plum carry into a rich though drying finish.",A darker roast develops a savory-toned chocolate to complement a zesty citrus in this pleasingly contradictory Kenya.,"Nyeri growing region, south-central Kenya",$18.00/12 ounces,"Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This coffee is the result of a partnership between the Othaya and Aguthi Cooperatives and Royal Coffee, intended to create a methodology for isolating and enhancing the highest quality coffees coming from these cooperatives. Produced from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. AA is the highest grade of Kenya coffee based on bean size and freedom from physical imperfections. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",November 2017,Medium-Dark,Jackrabbit Java,"Thermopolis, Wyoming",https://www.coffeereview.com/review/kenya-nyeri-othaya-gatugi-red-cherry-project-aa/
Kenya Kirinyaga Mukangu AB,95.0,9.0,9.0,9.0,9.0,9.0,,54/76,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long.","A Kenya that covers all the bases: sweet-tart fruit, savory depth, spicy florals and cocoa.","Kirinyaga District, south-central Kenya",NT $650/16 ounces,"Produced from trees of the admired SL-28 and SL-34. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.",November 2017,Medium-Light,Kakalove Cafe,"Chia-Yi, Taiwan",https://www.coffeereview.com/review/kenya-kirinyaga-mukangu-ab/
